#Camera:Nikon D3500
#Description:Single-spectrum measurement
#Copyright:2020 Glenn Butcher, all rights reserved
#License:Creative Commons BY-NC-SA 4.0, https://creativecommons.org/licenses/by-nc-sa/4.0/legalcode
400,0.01,0.01,0.02
405,0.01,0.01,0.03
410,0.01,0.01,0.05
415,0.01,0.02,0.08
420,0.04,0.07,0.40
425,0.06,0.13,0.73
430,0.06,0.15,0.77
435,0.05,0.16,0.84
440,0.05,0.18,0.89
445,0.04,0.20,0.94
450,0.04,0.21,0.96
455,0.03,0.23,1.00
460,0.03,0.27,0.97
465,0.04,0.33,0.99
470,0.04,0.39,0.98
475,0.05,0.46,0.96
480,0.05,0.50,0.92
485,0.05,0.51,0.87
490,0.04,0.52,0.78
495,0.04,0.57,0.69
500,0.05,0.65,0.59
505,0.05,0.76,0.49
510,0.06,0.85,0.41
515,0.07,0.90,0.32
520,0.09,0.94,0.24
525,0.11,0.96,0.19
530,0.12,0.98,0.16
535,0.10,0.95,0.13
540,0.07,0.91,0.10
545,0.05,0.87,0.08
550,0.04,0.82,0.06
555,0.04,0.77,0.04
560,0.04,0.70,0.03
565,0.04,0.63,0.02
570,0.05,0.56,0.02
575,0.13,0.49,0.02
580,0.40,0.42,0.01
585,0.59,0.36,0.01
590,0.63,0.29,0.01
595,0.60,0.22,0.01
600,0.56,0.17,0.01
605,0.51,0.12,0.00
610,0.48,0.09,0.00
615,0.42,0.07,0.00
620,0.38,0.06,0.00
625,0.34,0.04,0.00
630,0.30,0.04,0.00
635,0.26,0.03,0.00
640,0.22,0.03,0.00
645,0.20,0.02,0.01
650,0.17,0.02,0.01
655,0.14,0.02,0.01
660,0.12,0.02,0.01
665,0.09,0.01,0.01
670,0.05,0.01,0.00
675,0.03,0.01,0.00
680,0.01,0.00,0.00
685,0.01,0.00,0.00
690,0.01,0.00,0.00
695,0.00,0.00,0.00
700,0.00,0.00,0.00
705,0.00,0.00,0.00
710,0.00,0.00,0.00
715,0.00,0.00,0.00
